post_id,persona_id,handle,created_at,post_type,visibility,source,title,body,metrics
P118-POST-001,P118,fin_p118_daily,2026-06-21T09:28:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 55.5% 달성,"{'like_count': 39, 'comment_count': 10, 'save_count': 15}"
P118-POST-002,P118,fin_p118_daily,2026-06-13T08:40:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 152,100원, 보유 종목 1개","{'like_count': 77, 'comment_count': 10, 'save_count': 18}"
P118-POST-003,P118,fin_p118_daily,2026-06-16T10:53:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 63, 'comment_count': 0, 'save_count': 2}"
P120-POST-001,P120,fin_p120_young,2026-06-16T12:58:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 48.9% 달성,"{'like_count': 30, 'comment_count': 7, 'save_count': 16}"
P120-POST-002,P120,fin_p120_young,2026-06-28T09:01:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 230,100원, 보유 종목 1개","{'like_count': 68, 'comment_count': 6, 'save_count': 12}"
P121-POST-001,P121,fin_p121_folio,2026-06-08T14:28:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 55.1% 달성,"{'like_count': 62, 'comment_count': 12, 'save_count': 12}"
P121-POST-002,P121,fin_p121_folio,2026-06-26T21:01:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 275,200원, 보유 종목 2개","{'like_count': 14, 'comment_count': 11, 'save_count': 19}"
P122-POST-001,P122,fin_p122_daily,2026-06-18T23:31:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 31.8% 달성,"{'like_count': 20, 'comment_count': 14, 'save_count': 2}"
P122-POST-002,P122,fin_p122_daily,2026-06-13T19:33:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 156,100원, 보유 종목 1개","{'like_count': 31, 'comment_count': 5, 'save_count': 15}"
P122-POST-003,P122,fin_p122_daily,2026-06-08T14:54:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 60, 'comment_count': 2, 'save_count': 0}"
P123-POST-001,P123,fin_p123_flow,2026-06-24T10:33:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 56.3% 달성,"{'like_count': 49, 'comment_count': 14, 'save_count': 14}"
P123-POST-002,P123,fin_p123_flow,2026-06-10T08:55:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 195,100원, 보유 종목 1개","{'like_count': 14, 'comment_count': 13, 'save_count': 20}"
P123-POST-003,P123,fin_p123_flow,2026-06-09T17:24:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 57, 'comment_count': 2, 'save_count': 6}"
P124-POST-001,P124,fin_p124_daily,2026-06-07T23:06:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 51.1% 달성,"{'like_count': 17, 'comment_count': 8, 'save_count': 14}"
P124-POST-002,P124,fin_p124_daily,2026-06-12T14:24:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 506,200원, 보유 종목 2개","{'like_count': 27, 'comment_count': 11, 'save_count': 11}"
P124-POST-003,P124,fin_p124_daily,2026-06-30T11:24:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 55, 'comment_count': 8, 'save_count': 10}"
P125-POST-001,P125,fin_p125_flow,2026-06-29T10:02:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 34.0% 달성,"{'like_count': 2, 'comment_count': 11, 'save_count': 1}"
P125-POST-002,P125,fin_p125_flow,2026-06-13T23:28:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 439,200원, 보유 종목 2개","{'like_count': 54, 'comment_count': 10, 'save_count': 10}"
P125-POST-003,P125,fin_p125_flow,2026-06-27T09:26:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 21, 'comment_count': 4, 'save_count': 3}"
P126-POST-001,P126,fin_p126_daily,2026-06-28T11:38:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 57.6% 달성,"{'like_count': 16, 'comment_count': 1, 'save_count': 18}"
P126-POST-002,P126,fin_p126_daily,2026-06-08T16:56:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 230,100원, 보유 종목 1개","{'like_count': 26, 'comment_count': 7, 'save_count': 13}"
P126-POST-003,P126,fin_p126_daily,2026-06-27T15:05:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 45, 'comment_count': 5, 'save_count': 14}"
P127-POST-001,P127,fin_p127_young,2026-06-22T18:25:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 47.3% 달성,"{'like_count': 43, 'comment_count': 8, 'save_count': 5}"
P127-POST-002,P127,fin_p127_young,2026-06-08T11:41:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 312,100원, 보유 종목 1개","{'like_count': 57, 'comment_count': 13, 'save_count': 1}"
P128-POST-001,P128,fin_p128_flow,2026-06-30T21:53:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 43.0% 달성,"{'like_count': 16, 'comment_count': 1, 'save_count': 9}"
P128-POST-002,P128,fin_p128_flow,2026-06-11T19:23:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 450,100원, 보유 종목 1개","{'like_count': 75, 'comment_count': 7, 'save_count': 9}"
P128-POST-003,P128,fin_p128_flow,2026-06-18T11:36:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 21, 'comment_count': 1, 'save_count': 19}"
P129-POST-001,P129,fin_p129_young,2026-06-20T15:48:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 46.5% 달성,"{'like_count': 37, 'comment_count': 6, 'save_count': 13}"
P130-POST-001,P130,fin_p130_daily,2026-06-24T18:14:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 33.3% 달성,"{'like_count': 41, 'comment_count': 14, 'save_count': 2}"
P130-POST-002,P130,fin_p130_daily,2026-06-27T09:12:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 375,200원, 보유 종목 2개","{'like_count': 37, 'comment_count': 1, 'save_count': 6}"
P131-POST-001,P131,fin_p131_young,2026-06-24T21:43:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 40.5% 달성,"{'like_count': 73, 'comment_count': 4, 'save_count': 3}"
P131-POST-002,P131,fin_p131_young,2026-06-26T17:46:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 316,200원, 보유 종목 2개","{'like_count': 29, 'comment_count': 2, 'save_count': 2}"
P131-POST-003,P131,fin_p131_young,2026-06-15T19:35:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 27, 'comment_count': 11, 'save_count': 2}"
P132-POST-001,P132,fin_p132_folio,2026-06-26T20:51:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 51.7% 달성,"{'like_count': 8, 'comment_count': 0, 'save_count': 9}"
P132-POST-002,P132,fin_p132_folio,2026-06-08T20:23:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 76,100원, 보유 종목 1개","{'like_count': 17, 'comment_count': 7, 'save_count': 14}"
P132-POST-003,P132,fin_p132_folio,2026-06-27T10:15:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 79, 'comment_count': 1, 'save_count': 3}"
P134-POST-001,P134,fin_p134_daily,2026-06-17T12:28:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 14.0% 달성,"{'like_count': 66, 'comment_count': 9, 'save_count': 11}"
P134-POST-002,P134,fin_p134_daily,2026-06-27T11:37:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 258,200원, 보유 종목 2개","{'like_count': 71, 'comment_count': 0, 'save_count': 17}"
P135-POST-001,P135,fin_p135_save,2026-06-16T09:46:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 8.2% 달성,"{'like_count': 24, 'comment_count': 3, 'save_count': 6}"
P135-POST-002,P135,fin_p135_save,2026-06-18T14:21:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 228,100원, 보유 종목 1개","{'like_count': 76, 'comment_count': 4, 'save_count': 1}"
P135-POST-003,P135,fin_p135_save,2026-06-29T10:10:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 63, 'comment_count': 2, 'save_count': 10}"
P136-POST-001,P136,fin_p136_save,2026-06-29T10:45:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 3.8% 달성,"{'like_count': 12, 'comment_count': 4, 'save_count': 16}"
P136-POST-002,P136,fin_p136_save,2026-06-22T12:32:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 154,200원, 보유 종목 2개","{'like_count': 42, 'comment_count': 6, 'save_count': 8}"
P136-POST-003,P136,fin_p136_save,2026-06-21T15:02:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 59, 'comment_count': 10, 'save_count': 5}"
P137-POST-001,P137,fin_p137_young,2026-06-20T22:50:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 4.5% 달성,"{'like_count': 77, 'comment_count': 2, 'save_count': 12}"
P137-POST-002,P137,fin_p137_young,2026-06-12T13:56:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 97,200원, 보유 종목 2개","{'like_count': 45, 'comment_count': 9, 'save_count': 20}"
P137-POST-003,P137,fin_p137_young,2026-06-17T16:08:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 62, 'comment_count': 3, 'save_count': 13}"
P138-POST-001,P138,fin_p138_folio,2026-06-15T20:23:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 11.2% 달성,"{'like_count': 62, 'comment_count': 8, 'save_count': 20}"
P139-POST-001,P139,fin_p139_daily,2026-06-22T08:35:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 16.6% 달성,"{'like_count': 61, 'comment_count': 3, 'save_count': 7}"
P139-POST-002,P139,fin_p139_daily,2026-06-09T20:17:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 228,100원, 보유 종목 1개","{'like_count': 41, 'comment_count': 13, 'save_count': 20}"
P139-POST-003,P139,fin_p139_daily,2026-06-20T15:09:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 27, 'comment_count': 14, 'save_count': 9}"
P140-POST-001,P140,fin_p140_daily,2026-06-07T20:20:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 6.5% 달성,"{'like_count': 17, 'comment_count': 11, 'save_count': 10}"
P140-POST-002,P140,fin_p140_daily,2026-06-22T21:27:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 590,200원, 보유 종목 2개","{'like_count': 53, 'comment_count': 3, 'save_count': 4}"
P141-POST-001,P141,fin_p141_flow,2026-06-21T18:34:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 11.8% 달성,"{'like_count': 57, 'comment_count': 1, 'save_count': 14}"
P141-POST-002,P141,fin_p141_flow,2026-06-19T14:07:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 198,200원, 보유 종목 2개","{'like_count': 20, 'comment_count': 6, 'save_count': 15}"
P141-POST-003,P141,fin_p141_flow,2026-06-16T10:39:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 64, 'comment_count': 0, 'save_count': 5}"
P142-POST-001,P142,fin_p142_flow,2026-06-19T10:08:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 17.1% 달성,"{'like_count': 76, 'comment_count': 12, 'save_count': 3}"
P142-POST-002,P142,fin_p142_flow,2026-06-19T23:56:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 165,200원, 보유 종목 2개","{'like_count': 8, 'comment_count': 2, 'save_count': 19}"
P142-POST-003,P142,fin_p142_flow,2026-06-29T15:44:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 45, 'comment_count': 10, 'save_count': 0}"
P143-POST-001,P143,fin_p143_daily,2026-06-22T16:51:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 14.6% 달성,"{'like_count': 37, 'comment_count': 12, 'save_count': 2}"
P143-POST-002,P143,fin_p143_daily,2026-06-22T12:49:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 590,200원, 보유 종목 2개","{'like_count': 40, 'comment_count': 13, 'save_count': 15}"
P143-POST-003,P143,fin_p143_daily,2026-06-08T23:24:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 카페/간식,"{'like_count': 52, 'comment_count': 13, 'save_count': 20}"
P144-POST-001,P144,fin_p144_save,2026-06-23T21:29:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 18.0% 달성,"{'like_count': 27, 'comment_count': 5, 'save_count': 7}"
P144-POST-002,P144,fin_p144_save,2026-06-08T10:39:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 304,100원, 보유 종목 1개","{'like_count': 48, 'comment_count': 3, 'save_count': 18}"
P144-POST-003,P144,fin_p144_save,2026-06-12T11:01:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 9, 'comment_count': 1, 'save_count': 16}"
P145-POST-001,P145,fin_p145_flow,2026-06-21T08:46:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 8.5% 달성,"{'like_count': 79, 'comment_count': 2, 'save_count': 19}"
P145-POST-002,P145,fin_p145_flow,2026-06-10T08:04:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 211,200원, 보유 종목 2개","{'like_count': 6, 'comment_count': 12, 'save_count': 5}"
P145-POST-003,P145,fin_p145_flow,2026-06-12T21:53:00+09:00,spend_pattern,challenge_group,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 36, 'comment_count': 12, 'save_count': 14}"
P146-POST-001,P146,fin_p146_flow,2026-06-20T08:54:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 15.4% 달성,"{'like_count': 60, 'comment_count': 10, 'save_count': 2}"
P146-POST-002,P146,fin_p146_flow,2026-06-27T08:20:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 288,100원, 보유 종목 1개","{'like_count': 72, 'comment_count': 4, 'save_count': 20}"
P146-POST-003,P146,fin_p146_flow,2026-06-19T09:24:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 53, 'comment_count': 2, 'save_count': 16}"
P147-POST-001,P147,fin_p147_young,2026-06-19T14:39:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 6.5% 달성,"{'like_count': 50, 'comment_count': 10, 'save_count': 12}"
P148-POST-001,P148,fin_p148_young,2026-06-21T19:21:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 13.7% 달성,"{'like_count': 71, 'comment_count': 14, 'save_count': 4}"
P148-POST-002,P148,fin_p148_young,2026-06-19T16:45:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 300,200원, 보유 종목 2개","{'like_count': 64, 'comment_count': 4, 'save_count': 3}"
P149-POST-001,P149,fin_p149_folio,2026-06-26T10:16:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 3.2% 달성,"{'like_count': 20, 'comment_count': 13, 'save_count': 2}"
P149-POST-002,P149,fin_p149_folio,2026-06-16T10:59:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 230,100원, 보유 종목 1개","{'like_count': 1, 'comment_count': 11, 'save_count': 8}"
P149-POST-003,P149,fin_p149_folio,2026-06-12T11:37:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 7, 'comment_count': 14, 'save_count': 7}"
P150-POST-001,P150,fin_p150_daily,2026-06-26T23:28:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 8.1% 달성,"{'like_count': 21, 'comment_count': 10, 'save_count': 8}"
P150-POST-002,P150,fin_p150_daily,2026-06-16T19:54:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 312,100원, 보유 종목 1개","{'like_count': 71, 'comment_count': 8, 'save_count': 20}"
P150-POST-003,P150,fin_p150_daily,2026-06-11T20:32:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 48, 'comment_count': 7, 'save_count': 4}"
P151-POST-001,P151,fin_p151_young,2026-06-23T19:01:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 13.2% 달성,"{'like_count': 66, 'comment_count': 8, 'save_count': 20}"
P151-POST-002,P151,fin_p151_young,2026-06-13T21:04:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 257,200원, 보유 종목 2개","{'like_count': 60, 'comment_count': 12, 'save_count': 17}"
P151-POST-003,P151,fin_p151_young,2026-06-27T15:26:00+09:00,spend_pattern,public,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 온라인쇼핑,"{'like_count': 16, 'comment_count': 3, 'save_count': 16}"
P152-POST-001,P152,fin_p152_daily,2026-06-17T14:10:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 13.0% 달성,"{'like_count': 80, 'comment_count': 12, 'save_count': 3}"
P152-POST-002,P152,fin_p152_daily,2026-06-17T12:05:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 234,100원, 보유 종목 1개","{'like_count': 58, 'comment_count': 10, 'save_count': 20}"
P152-POST-003,P152,fin_p152_daily,2026-06-16T12:58:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 10, 'comment_count': 13, 'save_count': 3}"
P153-POST-001,P153,fin_p153_daily,2026-06-28T15:01:00+09:00,saving_milestone,public,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 14.4% 달성,"{'like_count': 54, 'comment_count': 14, 'save_count': 20}"
P153-POST-002,P153,fin_p153_daily,2026-06-14T12:38:00+09:00,investment_trade,challenge_group,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 216,100원, 보유 종목 1개","{'like_count': 67, 'comment_count': 8, 'save_count': 10}"
P153-POST-003,P153,fin_p153_daily,2026-06-09T17:01:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 생활,"{'like_count': 72, 'comment_count': 10, 'save_count': 10}"
P154-POST-001,P154,fin_p154_daily,2026-06-26T09:03:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 10.0% 달성,"{'like_count': 3, 'comment_count': 10, 'save_count': 11}"
P154-POST-002,P154,fin_p154_daily,2026-06-11T18:57:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 312,200원, 보유 종목 2개","{'like_count': 49, 'comment_count': 13, 'save_count': 0}"
P154-POST-003,P154,fin_p154_daily,2026-06-13T12:56:00+09:00,spend_pattern,followers,derived_from_ledger,소비 카테고리 회고,가장 큰 소비 카테고리는 식비,"{'like_count': 25, 'comment_count': 12, 'save_count': 15}"
P156-POST-001,P156,fin_p156_folio,2026-06-28T13:49:00+09:00,saving_milestone,challenge_group,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 13.2% 달성,"{'like_count': 42, 'comment_count': 9, 'save_count': 15}"
P156-POST-002,P156,fin_p156_folio,2026-06-12T08:35:00+09:00,investment_trade,public,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 152,100원, 보유 종목 1개","{'like_count': 76, 'comment_count': 3, 'save_count': 5}"
P157-POST-001,P157,fin_p157_save,2026-06-16T09:56:00+09:00,saving_milestone,followers,derived_from_ledger,이번 달 저축률 기록,6월 수입 대비 저축률 8.7% 달성,"{'like_count': 8, 'comment_count': 4, 'save_count': 3}"
P157-POST-002,P157,fin_p157_save,2026-06-17T18:45:00+09:00,investment_trade,followers,derived_from_ledger,포트폴리오 업데이트,"6월 투자 매수 464,200원, 보유 종목 2개","{'like_count': 28, 'comment_count': 1, 'save_count': 16}"
